IMF1(t-1),IMF1(t-2),IMF1(t-3),IMF2(t-1),IMF2(t-2),IMF2(t-3),IMF3(t-1),IMF3(t-2),IMF3(t-3),IMF4(t-1),IMF4(t-2),IMF4(t-3),IMF5(t-1),IMF5(t-2),IMF5(t-3),IMF6(t-1),IMF6(t-2),IMF6(t-3),IMF7(t-1),IMF7(t-2),IMF7(t-3),IMF8(t-1),IMF8(t-2),IMF8(t-3),IMF9(t-1),IMF9(t-2),IMF9(t-3),IMF10(t-1),IMF10(t-2),IMF10(t-3),IMF11(t-1),IMF11(t-2),IMF11(t-3),Tar
0.286021677,0.382772864,0.27631553,0.281666092,0.427037765,0.01510106,0.443524683,0.173601716,0.062666737,-0.085542339,-0.018480659,-0.059638258,-0.00625438,-0.075409277,-0.06198095,-0.044000056,0.030021077,-0.051736647,-0.068071006,-0.125685294,-0.169840612,0.055760233,-0.003469625,-0.005016145,0.018483276,-0.043103268,-0.042776291,-0.161434275,-0.109724157,-0.061429467,-1.851117405,-1.83669938,-1.854010073,-1.220413966
0.27631553,0.427037765,0.252848618,0.286021677,0.443524683,0.021343864,0.43090742,0.062666737,-0.085542339,-0.169990851,0.018483276,-0.075409277,0.030021077,-0.051736647,0.061393,0.055760233,-0.005016145,-0.000267975,-0.003380224,-0.068071006,-0.125685294,-0.06198095,-0.018480659,-0.028664053,-0.001998573,0.01510106,0.029810655,-0.109724157,-0.042776291,-0.043103268,-1.854010073,-1.851117405,-1.844781365,-1.497641571
0.252848618,0.443524683,0.2165923,0.27631553,0.43090742,0.004300238,0.389771988,-0.085542339,-0.169990851,-0.138187763,-0.001998573,-0.051736647,-0.005016145,-0.000267975,-0.05332475,-0.06198095,-0.028664053,0.051612062,0.061276609,-0.003380224,-0.068071006,0.061393,0.018483276,0.015833376,-0.000158652,0.021343864,0.097784142,-0.042776291,0.029810655,0.01510106,-1.844781365,-1.854010073,-1.823088048,-1.715523613
0.2165923,0.43090742,0.169147281,0.252848618,0.389771988,0.010443417,0.322604876,-0.169990851,-0.138187763,-0.017597794,-0.000158652,-0.000267975,-0.028664053,0.051612062,0.038066691,0.061393,0.015833376,0.075128854,0.118844122,0.061276609,-0.003380224,-0.05332475,-0.001998573,0.023301615,-0.017049052,0.004300238,0.151625048,0.029810655,0.097784142,0.021343864,-1.823088048,-1.844781365,-1.788853342,-1.977102677
0.169147281,0.389771988,0.112672081,0.2165923,0.322604876,0.006996488,0.233653747,-0.138187763,-0.017597794,0.108336904,-0.017049052,0.051612062,0.015833376,0.075128854,-0.017264599,-0.05332475,0.023301615,0.056104322,0.163092859,0.118844122,0.061276609,0.038066691,-0.000158652,-0.024833642,0.020103716,0.010443417,0.183819122,0.097784142,0.151625048,0.004300238,-1.788853342,-1.823088048,-1.742273665,-1.931357131
0.112672081,0.322604876,0.049784257,0.169147281,0.233653747,-0.027277473,0.128667295,-0.017597794,0.108336904,0.158320185,0.020103716,0.075128854,0.023301615,0.056104322,-0.005898036,0.038066691,-0.024833642,0.003676045,0.189293708,0.163092859,0.118844122,-0.017264599,-0.017049052,-0.014551903,0.010796852,0.006996488,0.189861902,0.151625048,0.183819122,0.010443417,-1.742273665,-1.788853342,-1.683818222,-1.961904465
0.049784257,0.233653747,-0.0165611,0.112672081,0.128667295,-0.033345049,0.014529421,0.108336904,0.158320185,0.104594923,0.010796852,0.056104322,-0.024833642,0.003676045,0.027013698,-0.017264599,-0.014551903,-0.053606355,0.194722928,0.189293708,0.163092859,-0.005898036,0.020103716,0.030870195,-0.043286774,-0.027277473,0.168875597,0.183819122,0.189861902,0.006996488,-1.683818222,-1.742273665,-1.61422145,-1.819137576
-0.0165611,0.128667295,-0.083209935,0.049784257,0.014529421,0.018363828,-0.101189557,0.158320185,0.104594923,-0.013733192,-0.043286774,0.003676045,-0.014551903,-0.053606355,-0.041425512,-0.005898036,0.030870195,-0.082848152,0.178943895,0.194722928,0.189293708,0.027013698,0.010796852,0.003394941,0.034774178,-0.033345049,0.123756432,0.189861902,0.168875597,-0.027277473,-1.61422145,-1.683818222,-1.5344685,-1.841789626
-0.083209935,0.014529421,-0.146958381,-0.0165611,-0.101189557,0.051616974,-0.210735647,0.104594923,-0.013733192,-0.119336149,0.034774178,-0.053606355,0.030870195,-0.082848152,0.045735068,0.027013698,0.003394941,-0.065187905,0.143836511,0.178943895,0.194722928,-0.041425512,-0.043286774,-0.033130123,0.003589255,0.018363828,0.060820925,0.168875597,0.123756432,-0.033345049,-1.5344685,-1.61422145,-1.445774141,-1.878954862
-0.146958381,-0.101189557,-0.204705456,-0.083209935,-0.210735647,0.007507513,-0.306694524,-0.013733192,-0.119336149,-0.146024025,0.003589255,-0.082848152,0.003394941,-0.065187905,-0.039349546,-0.041425512,-0.033130123,-0.00732133,0.093373097,0.143836511,0.178943895,0.045735068,0.034774178,0.008958446,-0.022269028,0.051616974,-0.01102216,0.123756432,0.060820925,0.018363828,-1.445774141,-1.5344685,-1.349555664,-1.858436938
-0.204705456,-0.210735647,-0.253602061,-0.146958381,-0.306694524,-0.047327936,-0.382499881,-0.119336149,-0.146024025,-0.078541194,-0.022269028,-0.065187905,-0.033130123,-0.00732133,0.025322976,0.045735068,0.008958446,0.060696692,0.033167329,0.093373097,0.143836511,-0.039349546,0.003589255,0.031172164,0.009140348,0.007507513,-0.081485069,0.060820925,-0.01102216,0.051616974,-1.349555664,-1.445774141,-1.247400499,-1.682132947
-0.253602061,-0.306694524,-0.291189163,-0.204705456,-0.382499881,-0.029690388,-0.432891476,-0.146024025,-0.078541194,0.039232454,0.009140348,-0.00732133,0.008958446,0.060696692,-0.009815317,-0.039349546,0.031172164,0.100898665,-0.030152564,0.033167329,0.093373097,0.025322976,-0.022269028,-0.021179416,-0.005736858,-0.047327936,-0.140350972,-0.01102216,-0.081485069,0.007507513,-1.247400499,-1.349555664,-1.141029429,-1.251623637
-0.291189163,-0.382499881,-0.315518518,-0.253602061,-0.432891476,0.024267718,-0.45429028,-0.078541194,0.039232454,0.13144613,-0.005736858,0.060696692,0.031172164,0.100898665,-1.25E-05,0.025322976,-0.021179416,0.08817858,-0.089676264,-0.030152564,0.033167329,-0.009815317,0.009140348,-0.024919282,0.032608489,-0.029690388,-0.178965246,-0.081485069,-0.140350972,-0.047327936,-1.141029429,-1.247400499,-1.032256392,-0.512257452
-0.315518518,-0.432891476,-0.325250073,-0.291189163,-0.45429028,0.031311414,-0.445063226,0.039232454,0.13144613,0.137414368,0.032608489,0.100898665,-0.021179416,0.08817858,-0.00095451,-0.009815317,-0.024919282,0.025096953,-1.39E-01,-0.089676264,-0.030152564,-1.25E-05,-0.005736858,0.031871311,-0.042752224,0.024267718,-0.191549332,-0.140350972,-0.178965246,-0.029690388,-1.032256392,-1.141029429,-0.92294595,-0.199332251
-0.325250073,-0.45429028,-0.319721269,-0.315518518,-0.445063226,-0.00101269,-0.405657231,0.13144613,0.137414368,0.051324097,-0.042752224,0.08817858,-0.024919282,0.025096953,0.01315373,-1.25E-05,0.031871311,-0.05780862,-0.172766708,-0.138968356,-0.089676264,-0.00095451,0.032608489,0.014701422,-0.010071066,0.031311414,-0.176126962,-0.178965246,-0.191549332,0.024267718,-0.92294595,-1.032256392,-0.814969565,0.444896272
-0.319721269,-0.445063226,-0.298984752,-0.325250073,-0.405657231,-0.011870073,-0.33859091,0.137414368,0.051324097,-0.07111692,-0.010071066,0.025096953,0.031871311,-0.05780862,-0.031641871,-0.00095451,0.014701422,-0.117098606,-0.187546133,-0.172766708,-0.138968356,0.01315373,-0.042752224,-0.039641253,0.083112831,-0.00101269,-0.134897409,-0.191549332,-0.176126962,0.031311414,-0.814969565,-0.92294595,-0.710161842,0.667633216
-0.298984752,-0.405657231,-0.263812496,-0.319721269,-0.33859091,-0.003171743,-0.248302237,0.051324097,-0.07111692,-0.146874275,0.083112831,-0.05780862,0.014701422,-0.117098606,0.048096872,0.01315373,-0.039641253,-0.119336538,-0.181886705,-0.187546133,-0.172766708,-0.031641871,-0.010071066,-0.001337673,-0.081261308,-0.011870073,-0.073968931,-0.176126962,-0.134897409,-0.00101269,-0.710161842,-0.814969565,-0.610277913,0.420986182
-0.263812496,-0.33859091,-0.215665907,-0.298984752,-0.248302237,-0.012122611,-0.140860513,-0.07111692,-0.146874275,-0.121676722,-0.081261308,-0.117098606,-0.039641253,-0.119336538,-0.054877477,-0.031641871,-0.001337673,-0.059657764,-0.156608052,-0.181886705,-0.187546133,0.048096872,0.083112831,0.04327384,-0.014008038,-0.003171743,-0.002467326,-0.134897409,-0.073968931,-0.011870073,-0.610277913,-0.710161842,-0.516953068,0.397319208
-0.215665907,-0.248302237,-0.156633103,-0.263812496,-0.140860513,-0.017058165,-0.02356081,-0.146874275,-0.121676722,-0.010432714,-0.014008038,-0.119336538,-0.001337673,-0.059657764,0.04915819,0.048096872,0.04327384,0.034260096,-0.114657032,-0.156608052,-0.181886705,-0.054877477,-0.081261308,-0.013860718,0.1033351,-0.012122611,0.068857396,-0.073968931,-0.002467326,-0.003171743,-0.516953068,-0.610277913,-0.43166569,0.775001636
-0.156633103,-0.140860513,-0.089336121,-0.215665907,-0.02356081,0.018849028,0.0955723,-0.121676722,-0.010432714,0.109480033,0.1033351,-0.059657764,0.04327384,0.034260096,-0.034813508,-0.054877477,-0.013860718,0.115509234,-0.060763475,-0.114657032,-0.156608052,0.04915819,-0.014008038,-0.041947043,-0.085487714,-0.017058165,0.129309465,-0.002467326,0.068857396,-0.012122611,-0.43166569,-0.516953068,-0.355704449,0.65839858
-0.089336121,-0.02356081,-0.01681224,-0.156633103,0.0955723,0.048368956,0.208337942,-0.010432714,0.109480033,0.15176835,-0.085487714,0.034260096,-0.013860718,0.115509234,0.020746991,0.04915819,-0.041947043,0.141966673,-0.000904119,-0.060763475,-0.114657032,-0.034813508,0.1033351,0.029216764,-0.017587074,0.018849028,0.169934607,0.068857396,0.129309465,-0.017058165,-0.355704449,-0.43166569,-0.290140578,0.702230843
-0.01681224,0.0955723,0.057625126,-0.089336121,0.208337942,0.00311761,0.306930682,0.109480033,0.15176835,0.084878399,-0.017587074,0.115509234,-0.041947043,0.141966673,-0.016238341,-0.034813508,0.029216764,0.098492375,0.058364354,-0.000904119,-0.060763475,0.020746991,-0.085487714,0.035377805,0.0899622,0.048368956,0.184928924,0.129309465,0.169934607,0.018849028,-0.290140578,-0.355704449,-0.235805918,0.719908232
0.057625126,0.208337942,0.130539518,-0.01681224,0.306930682,-0.067059873,0.384490427,0.15176835,0.084878399,-0.042649505,0.0899622,0.141966673,0.029216764,0.098492375,0.025530203,0.020746991,0.035377805,0.005472929,0.110628387,0.058364354,-0.000904119,-0.016238341,-0.017587074,-0.042862652,-0.062351259,0.00311761,0.172525258,0.169934607,0.184928924,0.048368956,-0.235805918,-0.290140578,-0.193277251,0.454650541
0.130539518,0.306930682,0.198531366,0.057625126,0.384490427,-0.045969226,0.435591051,0.084878399,-0.042649505,-0.137084141,-0.062351259,0.098492375,0.035377805,0.005472929,-0.044382165,-0.016238341,-0.042862652,-0.091070592,0.150316463,0.110628387,0.058364354,0.025530203,0.0899622,-0.023905254,-0.017044965,-0.067059873,0.135203924,0.184928924,0.172525258,0.00311761,-0.193277251,-0.235805918,-0.162867253,0.477356476
0.198531366,0.384490427,0.258397257,0.130539518,0.435591051,0.054617767,0.456632093,-0.042649505,-0.137084141,-0.129890469,-0.017044965,0.005472929,-0.042862652,-0.091070592,0.060505304,0.025530203,-0.023905254,-0.142872715,0.173297108,0.150316463,0.110628387,-0.044382165,-0.062351259,0.052929802,0.056810869,-0.045969226,0.079196852,0.172525258,0.135203924,-0.067059873,-0.162867253,-0.193277251,-0.144622234,-0.32975112
0.258397257,0.435591051,0.307281009,0.198531366,0.456632093,0.086427103,0.446104351,-0.137084141,-0.129890469,-0.029299767,0.056810869,-0.091070592,-0.023905254,-0.142872715,-0.058166351,-0.044382165,0.052929802,-0.124181821,0.177311239,0.173297108,0.150316463,0.060505304,-0.017044965,0.008548504,-0.030682665,0.054617767,0.013383607,0.135203924,0.079196852,-0.045969226,-0.144622234,-0.162867253,-0.138326628,-0.211832401
0.307281009,0.456632093,0.342809405,0.258397257,0.446104351,-0.010254374,0.404708877,-0.129890469,-0.029299767,0.087536095,-0.030682665,-0.142872715,0.052929802,-0.124181821,0.02550664,0.060505304,0.008548504,-0.044959005,0.162193159,0.177311239,0.173297108,-0.058166351,0.056810869,-0.057800008,-0.011783757,0.086427103,-0.052212171,0.079196852,0.013383607,0.054617767,-0.138326628,-0.144622234,-0.143514017,-0.922169121
0.342809405,0.446104351,0.363206091,0.307281009,0.404708877,-0.099453225,0.335319243,-0.029299767,0.087536095,0.135051292,-0.011783757,-0.124181821,0.008548504,-0.044959005,0.038268135,-0.058166351,-0.057800008,0.054366217,0.12985856,0.162193159,0.177311239,0.02550664,-0.030682665,0.009024409,0.021801023,-0.010254374,-0.108049212,0.013383607,-0.052212171,0.086427103,-0.143514017,-0.138326628,-0.159484301,-0.843352892
0.363206091,0.404708877,0.367378182,0.342809405,0.335319243,-0.047302638,0.242788168,0.087536095,0.135051292,0.083661886,0.021801023,-0.044959005,-0.057800008,0.054366217,-0.119354228,0.02550664,0.009024409,0.12379591,0.084063978,0.12985856,0.162193159,0.038268135,-0.011783757,0.056378191,-0.004903548,-0.099453225,-0.146528912,-0.052212171,-0.108049212,-0.010254374,-0.159484301,-0.143514017,-0.185326448,-0.903413936
0.367378182,0.335319243,0.354971368,0.363206091,0.242788168,0.073373115,0.133610966,0.135051292,0.083661886,-0.022184687,-0.004903548,0.054366217,0.009024409,0.12379591,0.192421003,0.038268135,0.056378191,0.129372382,0.029967541,0.084063978,0.12985856,-0.119354228,0.021801023,-0.026651796,-0.004531868,-0.047302638,-0.163045417,-0.108049212,-0.146528912,-0.099453225,-0.185326448,-0.159484301,-0.21994613,-0.799278539
0.354971368,0.242788168,0.326390789,0.367378182,0.133610966,0.08962078,0.015468859,0.083661886,-0.022184687,-0.103064242,-0.004531868,0.12379591,0.056378191,0.129372382,-0.230770667,-0.119354228,-0.026651796,0.070199851,-0.026457436,0.029967541,0.084063978,0.192421003,-0.004903548,-0.048298115,-0.004270903,0.073373115,-0.156472617,-0.146528912,-0.163045417,-0.047302638,-0.21994613,-0.185326448,-0.26209742,-1.141090756
0.326390789,0.133610966,0.282786567,0.354971368,0.015468859,-0.017618884,-0.103315754,-0.022184687,-0.103064242,-0.105719723,-0.004270903,0.129372382,-0.026651796,0.070199851,0.21994132,0.192421003,-0.048298115,-0.021780742,-0.07908882,-0.026457436,0.029967541,-0.230770667,-0.004531868,0.041888093,0.010544595,0.08962078,-0.129051451,-0.163045417,-0.156472617,0.073373115,-0.26209742,-0.21994613,-0.310417601,-1.146143569
0.282786567,0.015468859,0.226004541,0.326390789,-0.103315754,-0.094293491,-0.214373176,-0.103064242,-0.105719723,-0.037603093,0.010544595,0.070199851,-0.048298115,-0.021780742,-0.167354872,-0.230770667,0.041888093,-0.09883912,-0.122326859,-0.07908882,-0.026457436,0.21994132,-0.004270903,0.034086127,0.001751071,-0.017618884,-0.085756132,-0.156472617,-0.129051451,0.08962078,-0.310417601,-0.26209742,-0.363464118,-1.299782963
0.226004541,-0.103315754,0.158504411,0.282786567,-0.214373176,-0.041219492,-0.30988652,-0.105719723,-0.037603093,0.047135929,0.001751071,-0.021780742,0.041888093,-0.09883912,0.100598882,0.21994132,0.034086127,-0.122204939,-0.151695752,-0.122326859,-0.07908882,-0.167354872,0.010544595,-0.052276487,-0.019249069,-0.094293491,-0.033307258,-0.129051451,-0.085756132,-0.017618884,-0.363464118,-0.310417601,-0.419752597,-1.205290463
0.158504411,-0.214373176,0.083249029,0.226004541,-0.30988652,0.057982374,-0.383154284,-0.037603093,0.047135929,0.091843877,-0.019249069,-0.09883912,0.034086127,-0.122204939,-0.052713549,-0.167354872,-0.052276487,-0.081625675,-0.164310136,-0.151695752,-0.122326859,0.100598882,0.001751071,-0.015298243,0.017453223,-0.041219492,0.02095434,-0.085756132,-0.033307258,-0.094293491,-0.419752597,-0.363464118,-0.477794893,-1.204523927
0.083249029,-0.30988652,0.003569974,0.158504411,-0.383154284,0.073114335,-0.429073959,0.047135929,0.091843877,0.074448085,0.017453223,-0.122204939,-0.052276487,-0.081625675,0.042101453,0.100598882,-0.015298243,0.000164086,-0.159157294,-0.164310136,-0.151695752,-0.052713549,-0.019249069,0.055775869,0.005791772,0.057982374,0.07012326,-0.033307258,0.02095434,-0.041219492,-0.477794893,-0.419752597,-0.536136119,-1.227278641
0.003569974,-0.383154284,-0.076984343,0.083249029,-0.429073959,0.000386937,-0.444510757,0.091843877,0.074448085,0.01394537,0.005791772,-0.081625675,-0.015298243,0.000164086,-0.060635554,-0.052713549,0.055775869,0.079934815,-0.137167455,-0.159157294,-0.164310136,0.042101453,0.017453223,-0.005518105,-0.025705055,0.073114335,0.108553043,0.02095434,0.07012326,0.057982374,-0.536136119,-0.477794893,-0.593389651,-1.061429262
-0.076984343,-0.429073959,-0.154810939,0.003569974,-0.444510757,-0.061096579,-0.428523751,0.074448085,0.01394537,-0.049306027,-0.025705055,0.000164086,0.055775869,0.079934815,0.079844268,0.042101453,-0.005518105,0.116542692,-0.101068813,-0.137167455,-0.159157294,-0.060635554,0.005791772,-0.051279086,0.019462061,0.000386937,0.13236181,0.07012326,0.108553043,0.073114335,-0.593389651,-0.536136119,-0.648269205,-1.122661561
-0.154810939,-0.444510757,-0.226417298,-0.076984343,-0.428523751,-0.048574053,-0.382432125,0.01394537,-0.049306027,-0.079408628,0.019462061,0.079934815,-0.005518105,0.116542692,-0.072273653,-0.060635554,-0.051279086,0.0917955,-0.055048129,-0.101068813,-0.137167455,0.079844268,-0.025705055,0.025169238,0.007407072,-0.061096579,0.139616253,0.108553043,0.13236181,0.000386937,-0.648269205,-0.593389651,-0.69961714,-0.994186869
-0.226417298,-0.428523751,-0.28858145,-0.154810939,-0.382432125,0.011687148,-0.309716007,-0.049306027,-0.079408628,-0.061561935,0.007407072,0.116542692,-0.051279086,0.0917955,0.032499496,0.079844268,0.025169238,0.019081498,-0.004259156,-0.055048129,-0.101068813,-0.072273653,0.019462061,0.039009927,-0.027278277,-0.048574053,0.130256595,0.13236181,0.139616253,-0.061096579,-0.69961714,-0.648269205,-0.746428302,-0.891933851
-0.28858145,-0.382432125,-0.338499595,-0.226417298,-0.309716007,0.058105033,-0.215758675,-0.079408628,-0.061561935,-0.006649655,-0.027278277,0.0917955,0.025169238,0.019081498,0.018993755,-0.072273653,0.039009927,-0.064171781,0.045762772,-0.004259156,-0.055048129,0.032499496,0.007407072,-0.040416934,0.020119346,0.011687148,0.105860645,0.139616253,0.130256595,-0.048574053,-0.746428302,-0.69961714,-0.787868838,-0.51813953
-0.338499595,-0.309716007,-0.373914353,-0.28858145,-0.215758675,0.047062582,-0.10744882,-0.061561935,-0.006649655,0.053884895,0.020119346,0.019081498,0.039009927,-0.064171781,-0.052921302,0.032499496,-0.040416934,-0.115834402,0.089712472,0.045762772,-0.004259156,0.018993755,-0.027278277,-0.020634765,0.006760503,0.058105033,0.069344125,0.130256595,0.105860645,0.011687148,-0.787868838,-0.746428302,-0.823289576,-0.958921895
-0.373914353,-0.215758675,-0.393217658,-0.338499595,-0.10744882,-0.020546846,0.007327849,-0.006649655,0.053884895,0.082541097,0.006760503,-0.064171781,-0.040416934,-0.115834402,0.055780479,0.018993755,-0.020634765,-0.11010581,0.123084258,0.089712472,0.045762772,-0.052921302,0.020119346,0.048703498,-0.027425176,0.047062582,0.024662758,0.105860645,0.069344125,0.058105033,-0.823289576,-0.787868838,-0.852233711,-0.729762044
-0.393217658,-0.10744882,-0.395523517,-0.373914353,0.007327849,-0.079878175,0.120269948,0.053884895,0.082541097,0.057628427,-0.027425176,-0.115834402,-0.020634765,-0.11010581,-0.041445342,-0.052921302,0.048703498,-0.049760069,0.142636803,0.123084258,0.089712472,0.055780479,0.006760503,-0.001035457,0.022350833,-0.020546846,-0.023466264,0.069344125,0.024662758,0.047062582,-0.852233711,-0.823289576,-0.874438747,-0.794504698
-0.395523517,0.007327849,-0.380707283,-0.393217658,0.120269948,-0.046459036,0.223271352,0.082541097,0.057628427,-0.008681304,0.022350833,-0.11010581,0.048703498,-0.049760069,0.03952946,0.055780479,-0.001035457,0.036011558,0.146704977,0.142636803,0.123084258,-0.041445342,-0.027425176,-0.048750445,0.004577619,-0.079878175,-0.069851012,0.024662758,-0.023466264,-0.020546846,-0.874438747,-0.852233711,-0.889832756,-0.557476806
-0.380707283,0.120269948,-0.349409692,-0.395523517,0.223271352,0.063598376,0.309015994,0.057628427,-0.008681304,-0.072729345,0.004577619,-0.049760069,-0.001035457,0.036011558,-0.069619188,-0.041445342,-0.048750445,0.106408323,0.13532886,0.146704977,0.142636803,0.03952946,0.022350833,0.02273685,-0.029566544,-0.046459036,-0.109172247,-0.023466264,-0.069851012,-0.079878175,-0.889832756,-0.874438747,-0.898525239,-0.694155666
-0.349409692,0.223271352,-0.303005604,-0.380707283,0.309015994,0.107654891,0.371511903,-0.008681304,-0.072729345,-0.087608059,-0.029566544,0.036011558,-0.048750445,0.106408323,0.122680153,0.03952946,0.02273685,0.128678666,0.110191683,0.13532886,0.146704977,-0.069619188,0.004577619,0.040704403,0.02828368,0.063598376,-0.13643828,-0.069851012,-0.109172247,-0.046459036,-0.898525239,-0.889832756,-0.900792966,-0.656758733
-0.303005604,0.309015994,-0.243539026,-0.349409692,0.371511903,-0.000537167,0.406524386,-0.072729345,-0.087608059,-0.039563249,0.02828368,0.106408323,0.02273685,0.128678666,-0.165548405,-0.069619188,0.040704403,0.093001966,0.074380332,0.110191683,0.13532886,0.122680153,-0.029566544,-0.041507393,0.002485239,0.107654891,-0.147557202,-0.109172247,-0.13643828,0.063598376,-0.900792966,-0.898525239,-0.897061377,-0.735833932
-0.243539026,0.371511903,-0.173627638,-0.303005604,0.406524386,-0.128891352,0.411875874,-0.087608059,-0.039563249,0.037880063,0.002485239,0.128678666,0.040704403,0.093001966,0.165766146,0.122680153,-0.041507393,0.015932783,0.032001594,0.074380332,0.110191683,-0.165548405,0.02828368,-0.025760235,-0.037077994,-0.000537167,-0.1399791,-0.13643828,-0.147557202,0.107654891,-0.897061377,-0.900792966,-0.887882185,-0.583777943
-0.173627638,0.406524386,-0.096341432,-0.243539026,0.411875874,-0.082179221,0.387590074,-0.039563249,0.037880063,0.087666208,-0.037077994,0.093001966,-0.041507393,0.015932783,-0.117416582,-0.165548405,-0.025760235,-0.068337823,-0.012297638,0.032001594,0.074380332,0.165766146,0.002485239,0.055069146,0.038952027,-0.128891352,-0.113301486,-0.147557202,-0.1399791,-0.000537167,-0.887882185,-0.897061377,-0.873907971,-0.265243997
-0.096341432,0.411875874,-0.01506131,-0.173627638,0.387590074,0.095414746,0.335870005,0.037880063,0.087666208,0.073649321,0.038952027,0.015932783,-0.025760235,-0.068337823,0.047504386,0.165766146,0.055069146,-0.123924507,-0.053849007,-0.012297638,0.032001594,-0.117416582,-0.037077994,0.005590436,0.002884411,-0.082179221,-0.069690682,-0.1399791,-0.113301486,-0.128891352,-0.873907971,-0.887882185,-0.855864606,-0.037371898
-0.01506131,0.387590074,0.066675604,-0.096341432,0.335870005,0.147031569,0.260912193,0.087666208,0.073649321,0.008491073,0.002884411,-0.068337823,0.055069146,-0.123924507,0.002459341,-0.117416582,0.005590436,-0.128617539,-0.088461056,-0.053849007,-0.012297638,0.047504386,0.038952027,-0.061673975,-0.052482485,0.095414746,-0.013967984,-0.113301486,-0.069690682,-0.082179221,-0.855864606,-0.873907971,-0.834522405,-0.427345575
0.066675604,0.335870005,0.1453366,-0.01506131,0.260912193,-0.01912423,0.168571893,0.073649321,0.008491073,-0.05846413,-0.052482485,-0.123924507,0.005590436,-0.128617539,-0.005900609,0.047504386,-0.061673975,-0.082043784,-0.112843075,-0.088461056,-0.053849007,0.002459341,0.002884411,0.017907848,0.053717876,0.147031569,0.046749808,-0.069690682,-0.013967984,0.095414746,-0.834522405,-0.855864606,-0.81066693,-0.749866265
0.1453366,0.260912193,0.217552397,0.066675604,0.168571893,-0.165652953,0.065905683,0.008491073,-0.05846413,-0.081204099,0.053717876,-0.128617539,-0.061673975,-0.082043784,-0.030209623,0.002459341,0.017907848,-0.004018323,-0.124911215,-0.112843075,-0.088461056,-0.005900609,-0.052482485,0.059726885,0.008163282,-0.01912423,0.103884383,-0.013967984,0.046749808,0.147031569,-0.81066693,-0.834522405,-0.78507035,-0.443865249
0.217552397,0.168571893,0.280267086,0.1453366,0.065905683,-0.068910185,-0.039372877,-0.05846413,-0.081204099,-0.049660747,0.008163282,-0.082043784,0.017907848,-0.004018323,0.070751398,-0.005900609,0.059726885,0.074901174,-0.123949119,-0.124911215,-0.112843075,-0.030209623,0.053717876,-0.04229747,-0.075670439,-0.165652953,0.148627487,0.046749808,0.103884383,-0.01912423,-0.78507035,-0.81066693,-0.758464251,-0.856196687
0.280267086,0.065905683,0.330872084,0.217552397,-0.039372877,0.132104399,-0.139482146,-0.081204099,-0.049660747,0.009653126,-0.075670439,-0.004018323,0.059726885,0.074901174,-0.077056094,-0.030209623,-0.04229747,0.125717797,-0.110613267,-0.123949119,-0.124911215,0.070751398,0.008163282,-0.047771481,0.069458287,-0.068910185,0.173388014,0.103884383,0.148627487,-0.165652953,-0.758464251,-0.78507035,-0.731514716,-0.62598723
0.330872084,-0.039372877,0.367317986,0.280267086,-0.139482146,0.135361238,-0.227160224,-0.049660747,0.009653126,0.058410231,0.069458287,0.074901174,-0.04229747,0.125717797,0.032707275,0.070751398,-0.047771481,0.131030789,-0.086791326,-0.110613267,-0.123949119,-0.077056094,-0.075670439,0.06399855,0.01935833,0.132104399,0.173195668,0.148627487,0.173388014,-0.068910185,-0.731514716,-0.758464251,-0.704800414,-1.007847129
0.367317986,-0.139482146,0.388199322,0.330872084,-0.227160224,-0.063016298,-0.296206329,0.009653126,0.058410231,0.071149943,0.01935833,0.125717797,-0.047771481,0.131030789,0.046768379,-0.077056094,0.06399855,0.089722115,-0.055337952,-0.086791326,-0.110613267,0.032707275,0.069458287,0.025234664,-0.101841609,0.135361238,0.146776529,0.173388014,0.173195668,0.132104399,-0.704800414,-0.731514716,-0.678794338,-0.725738386
0.388199322,-0.227160224,0.392808591,0.367317986,-0.296206329,-0.160571538,-0.341934212,0.058410231,0.071149943,0.043583607,-0.101841609,0.131030789,0.06399855,0.089722115,-0.125152374,0.032707275,0.025234664,0.015954241,-0.01972479,-0.055337952,-0.086791326,0.046768379,0.01935833,-0.078102205,0.080069227,-0.063016298,0.097052896,0.173195668,0.146776529,0.135361238,-0.678794338,-0.704800414,-0.653849708,-0.374174742
0.392808591,-0.296206329,0.381157455,0.388199322,-0.341934212,-0.013852918,-0.36150323,0.071149943,0.043583607,-0.010834625,0.080069227,0.089722115,0.025234664,0.015954241,0.168493021,0.046768379,-0.078102205,-0.065943381,0.016351395,-0.01972479,-0.055337952,-0.125152374,-0.101841609,0.006265352,0.035275448,-0.160571538,0.030916654,0.146776529,0.097052896,-0.063016298,-0.653849708,-0.678794338,-0.63019042,-0.064153753
0.381157455,-0.341934212,0.353964579,0.392808591,-0.36150323,0.14487709,-0.354102528,0.043583607,-0.010834625,-0.065203813,0.035275448,0.015954241,-0.078102205,-0.065943381,-0.164466316,-0.125152374,0.006265352,-0.128649503,0.049356913,0.016351395,-0.01972479,0.168493021,0.080069227,0.079249,-0.121579836,-0.013852918,-0.041736006,0.097052896,0.030916654,-0.160571538,-0.63019042,-0.653849708,-0.607906268,-0.537767876
