IMF1(t-1),IMF1(t-2),IMF1(t-3),IMF2(t-1),IMF2(t-2),IMF2(t-3),IMF3(t-1),IMF3(t-2),IMF3(t-3),IMF4(t-1),IMF4(t-2),IMF4(t-3),IMF5(t-1),IMF5(t-2),IMF5(t-3),IMF6(t-1),IMF6(t-2),IMF6(t-3),IMF7(t-1),IMF7(t-2),IMF7(t-3),IMF8(t-1),IMF8(t-2),IMF8(t-3),IMF9(t-1),IMF9(t-2),IMF9(t-3),IMF10(t-1),IMF10(t-2),IMF10(t-3),IMF11(t-1),IMF11(t-2),IMF11(t-3),Tar
-0.352998929,0.599940429,-0.306056864,-0.382845562,0.658880194,0.057646941,0.676496314,0.143536285,-0.004366625,-0.155057685,0.025716729,-0.210895817,0.062833181,-0.16958774,0.173429497,0.085051848,0.224069591,-0.047047213,0.022982343,-0.041425996,-0.100722612,-0.147750741,-0.019284241,-0.0861246,0.002292004,-0.05938801,0.018563748,-0.048673043,-0.017966302,-0.089245143,0.85244005,0.794093343,0.90364731,1.43232766
-0.306056864,0.658880194,-0.244414611,-0.352998929,0.676496314,0.102096001,0.651599653,-0.004366625,-0.155057685,-0.192750073,0.002292004,-0.16958774,0.224069591,-0.047047213,-0.153176756,-0.147750741,-0.0861246,0.105208889,0.084353418,0.022982343,-0.041425996,0.173429497,0.025716729,-0.175551914,-0.032769682,0.057646941,0.054771425,-0.017966302,0.018563748,-0.05938801,0.90364731,0.85244005,0.946321973,0.653546963
-0.244414611,0.676496314,-0.17117618,-0.306056864,0.651599653,0.006751268,0.585703938,-0.155057685,-0.192750073,-0.085019088,-0.032769682,-0.047047213,-0.0861246,0.105208889,0.099372266,0.173429497,-0.175551914,0.218690797,0.134918159,0.084353418,0.022982343,-0.153176756,0.002292004,0.100122592,0.029018142,0.102096001,0.083882439,0.018563748,0.054771425,0.057646941,0.946321973,0.90364731,0.97936629,0.394357987
-0.17117618,0.651599653,-0.08999741,-0.244414611,0.585703938,-0.105534319,0.482936398,-0.192750073,-0.085019088,0.089461206,0.029018142,0.105208889,-0.175551914,0.218690797,-0.038838594,-0.153176756,0.100122592,0.239063837,0.168274228,0.134918159,0.084353418,0.099372266,-0.032769682,0.108298317,0.007953337,0.006751268,0.099766985,0.054771425,0.083882439,0.102096001,0.97936629,0.946321973,1.002009755,0.394146901
-0.08999741,0.585703938,-0.004902705,-0.17117618,0.482936398,-0.081778313,0.34977953,-0.085019088,0.089461206,0.19904472,0.007953337,0.218690797,0.100122592,0.239063837,-0.001530928,0.099372266,0.108298317,0.152215568,0.180201684,0.168274228,0.134918159,-0.038838594,0.029018142,-0.101886675,-0.041129428,-0.105534319,0.098242629,0.083882439,0.099766985,0.006751268,1.002009755,0.97936629,1.013829227,0.689230638
-0.004902705,0.482936398,0.079915329,-0.08999741,0.34977953,0.055044012,0.194660094,0.089461206,0.19904472,0.159525209,-0.041129428,0.239063837,0.108298317,0.152215568,0.008542486,-0.038838594,-0.101886675,-0.007318402,0.169202894,0.180201684,0.168274228,-0.001530928,0.007953337,-0.032908924,0.037599348,-0.081778313,0.078126798,0.099766985,0.098242629,-0.105534319,1.013829227,1.002009755,1.014756855,0.82468714
0.079915329,0.34977953,0.160303314,-0.004902705,0.194660094,0.128929557,0.02741152,0.19904472,0.159525209,-0.000535681,0.037599348,0.152215568,-0.101886675,-0.007318402,0.011716969,-0.001530928,-0.032908924,-0.170286357,0.136696891,0.169202894,0.180201684,0.008542486,-0.041129428,0.091754959,-0.000519788,0.055044012,0.041780518,0.098242629,0.078126798,-0.081778313,1.014756855,1.013829227,1.005075758,0.583941051
0.160303314,0.194660094,0.232351307,0.079915329,0.02741152,0.036871035,-0.141355714,0.159525209,-0.000535681,-0.160555115,-0.000519788,-0.007318402,-0.032908924,-0.170286357,-0.039062777,0.008542486,0.091754959,-0.263304484,0.086842239,0.136696891,0.169202894,0.011716969,0.037599348,-0.04058429,-0.03802842,0.128929557,-0.005030618,0.078126798,0.041780518,0.055044012,1.005075758,1.014756855,0.9854038,0.592203897
0.232351307,0.02741152,0.292583682,0.160303314,-0.141355714,-0.112282799,-0.300934976,-0.000535681,-0.160555115,-0.199472261,-0.03802842,-0.170286357,0.091754959,-0.263304484,0.051473288,0.011716969,-0.04058429,-0.242341041,0.0260099,0.086842239,0.136696891,-0.039062777,-0.000519788,-0.072278584,0.048933332,0.036871035,-0.053998771,0.041780518,-0.005030618,0.128929557,0.9854038,1.005075758,0.956666217,-0.156627502
0.292583682,-0.141355714,0.338127349,0.232351307,-0.300934976,-0.127008259,-0.441211434,-0.160555115,-0.199472261,-0.088072553,0.048933332,-0.263304484,-0.04058429,-0.242341041,-0.037121692,-0.039062777,-0.072278584,-0.113603657,-0.038027483,0.0260099,0.086842239,0.051473288,-0.03802842,0.104263379,-0.027512888,-0.112282799,-0.095744039,-0.005030618,-0.053998771,0.036871035,0.956666217,0.9854038,0.920058179,-0.313524317
0.338127349,-0.300934976,0.366849129,0.292583682,-0.441211434,0.024532286,-0.55331225,-0.199472261,-0.088072553,0.088735194,-0.027512888,-0.242341041,-0.072278584,-0.113603657,-0.000197013,0.051473288,0.104263379,0.068131094,-0.097086948,-0.038027483,0.0260099,-0.037121692,0.048933332,0.046886958,-0.010673765,-0.127008259,-0.121632776,-0.053998771,-0.095744039,-0.112282799,0.920058179,0.956666217,0.876998728,0.396505331
0.366849129,-0.441211434,0.377455717,0.338127349,-0.55331225,0.159982751,-0.63017656,-0.088072553,0.088735194,0.196804348,-0.010673765,-0.113603657,0.104263379,0.068131094,0.044263447,-0.037121692,0.046886958,0.223384224,-0.143620732,-0.097086948,-0.038027483,-0.000197013,-0.027512888,-0.152533262,0.045635383,0.024532286,-0.125585925,-0.095744039,-0.121632776,-0.127008259,0.876998728,0.920058179,0.829077749,0.525514197
0.377455717,-0.55331225,0.369551534,0.366849129,-0.63017656,0.098602841,-0.667008014,0.088735194,0.196804348,0.155070389,0.045635383,0.068131094,0.046886958,0.223384224,-0.075489191,-0.000197013,-0.152533262,0.283382219,-0.171682179,-0.143620732,-0.097086948,0.044263447,-0.010673765,-0.019370208,-0.061621433,0.159982751,-0.105492799,-0.121632776,-0.125585925,0.024532286,0.829077749,0.876998728,0.777997891,0.588578527
0.369551534,-0.63017656,0.343651933,0.377455717,-0.667008014,-0.101800212,-0.661580289,0.196804348,0.155070389,-0.003045648,-0.061621433,0.223384224,-0.152533262,0.283382219,0.080532733,0.044263447,-0.019370208,0.220933502,-0.177688065,-0.171682179,-0.143620732,-0.075489191,0.045635383,0.182020412,0.047568557,0.098602841,-0.063902457,-0.125585925,-0.105492799,0.159982751,0.777997891,0.829077749,0.72551343,0.447695973
0.343651933,-0.667008014,0.301151398,0.369551534,-0.661580289,-0.190387701,-0.614375653,0.155070389,-0.003045648,-0.155998931,0.047568557,0.283382219,-0.019370208,0.220933502,-0.057785272,-0.075489191,0.182020412,0.062717319,-0.160879225,-0.177688065,-0.171682179,0.080532733,-0.061621433,-0.005917492,-0.000722435,-0.101800212,-0.007797711,-0.105492799,-0.063902457,0.098602841,0.72551343,0.777997891,0.673368201,0.721321626
0.301151398,-0.661580289,0.244248663,0.343651933,-0.614375653,-0.032520135,-0.528547659,-0.003045648,-0.155998931,-0.187696825,-0.000722435,0.220933502,0.182020412,0.062717319,0.016823391,0.080532733,-0.005917492,-0.122563807,-0.123419858,-0.160879225,-0.177688065,-0.057785272,0.047568557,-0.192129449,-0.063512421,-0.190387701,0.052559112,-0.063902457,-0.007797711,-0.101800212,0.673368201,0.72551343,0.623234672,1.373882591
0.244248663,-0.614375653,0.17583275,0.301151398,-0.528547659,0.189394191,-0.409710608,-0.155998931,-0.187696825,-0.076197918,-0.063512421,0.062717319,-0.005917492,-0.122563807,0.026925891,-0.057785272,-0.192129449,-0.254703672,-0.070122204,-0.123419858,-0.160879225,0.016823391,-0.000722435,0.024368234,0.10854062,-0.032520135,0.105521848,-0.007797711,0.052559112,-0.190387701,0.623234672,0.673368201,0.5766562,1.085439617
0.17583275,-0.528547659,0.099335871,0.244248663,-0.409710608,0.178532253,-0.265569842,-0.187696825,-0.076197918,0.090596692,0.10854062,-0.122563807,-0.192129449,-0.254703672,-0.059125149,0.016823391,0.024368234,-0.277317183,-0.00783137,-0.070122204,-0.123419858,0.026925891,-0.063512421,0.185807713,-0.094251744,0.189394191,0.140342605,0.052559112,0.105521848,-0.032520135,0.5766562,0.623234672,0.534994352,0.494043443
0.099335871,-0.409710608,0.01856068,0.17583275,-0.265569842,-0.079542751,-0.105417436,-0.076197918,0.090596692,0.183902418,-0.094251744,-0.254703672,0.024368234,-0.277317183,0.071808134,0.026925891,0.185807713,-0.182141566,0.055451153,-0.00783137,-0.070122204,-0.059125149,0.10854062,-0.032682773,0.009872924,0.178532253,0.149384744,0.105521848,0.140342605,0.189394191,0.534994352,0.5766562,0.499383001,0.679777008
0.01856068,-0.265569842,-0.062509368,0.099335871,-0.105417436,-0.254694159,0.060473382,0.090596692,0.183902418,0.133831753,0.009872924,-0.277317183,0.185807713,-0.182141566,-0.065143203,-0.059125149,-0.032682773,-0.01173851,0.111593086,0.055451153,-0.00783137,0.071808134,-0.094251744,-0.169096761,0.104485573,-0.079542751,0.129803545,0.140342605,0.149384744,0.178532253,0.499383001,0.534994352,0.470690635,0.473110516
-0.062509368,-0.105417436,-0.139907078,0.01856068,0.060473382,-0.093140201,0.221515077,0.183902418,0.133831753,-0.017533791,0.104485573,-0.182141566,-0.032682773,-0.01173851,0.045721095,0.071808134,-0.169096761,0.160079902,0.153374552,0.111593086,0.055451153,-0.065143203,0.009872924,0.030739166,-0.173341533,-0.254694159,0.08432239,0.149384744,0.129803545,-0.079542751,0.470690635,0.499383001,0.449492047,0.612640242
-0.139907078,0.060473382,-0.209876221,-0.062509368,0.221515077,0.210578551,0.36749005,0.133831753,-0.017533791,-0.150649151,-0.173341533,-0.01173851,-0.169096761,0.160079902,-0.022826277,-0.065143203,0.030739166,0.260863216,0.175414961,0.153374552,0.111593086,0.045721095,0.104485573,0.148949532,0.136981427,-0.093140201,0.020906251,0.129803545,0.08432239,-0.254694159,0.449492047,0.470690635,0.436050252,0.562744771
-0.209876221,0.221515077,-0.269054278,-0.139907078,0.36749005,0.241857022,0.489207402,-0.017533791,-0.150649151,-0.162878636,0.136981427,0.160079902,0.030739166,0.260863216,0.004583855,0.045721095,0.148949532,0.250482503,0.174864552,0.175414961,0.153374552,-0.022826277,-0.173341533,-0.022137804,-0.003151151,0.210578551,-0.048642948,0.08432239,0.020906251,-0.093140201,0.436050252,0.449492047,0.430309101,0.0770933
-0.269054278,0.36749005,-0.314634343,-0.209876221,0.489207402,-0.060407302,0.579089359,-0.150649151,-0.162878636,-0.048258479,-0.003151151,0.260863216,0.148949532,0.250482503,0.004579831,-0.022826277,-0.022137804,0.137037973,0.151771724,0.174864552,0.175414961,0.004583855,0.136981427,-0.130361926,-0.145751124,0.241857022,-0.110919028,0.020906251,-0.048642948,0.210578551,0.430309101,0.436050252,0.431896758,0.300547755
-0.314634343,0.489207402,-0.344498349,-0.269054278,0.579089359,-0.288490197,0.631649332,-0.162878636,-0.048258479,0.099849327,-0.145751124,0.250482503,-0.022137804,0.137037973,-0.004602076,0.004583855,-0.130361926,-0.028525746,0.109078882,0.151771724,0.174864552,0.004579831,-0.003151151,0.012697985,0.206019928,-0.060407302,-0.153541863,-0.048642948,-0.110919028,0.241857022,0.431896758,0.430309101,0.440139785,0.56789693
-0.344498349,0.579089359,-0.357315319,-0.314634343,0.631649332,-0.122112381,0.643830994,-0.048258479,0.099849327,0.164339491,0.206019928,0.137037973,-0.130361926,-0.028525746,-0.001173427,0.004579831,0.012697985,-0.175778396,0.052247251,0.109078882,0.151771724,-0.004602076,-0.145751124,0.114508834,-0.131864541,-0.288490197,-0.167659294,-0.110919028,-0.153541863,-0.060407302,0.440139785,0.431896758,0.454087303,0.856902939
-0.357315319,0.631649332,-0.352600084,-0.344498349,0.643830994,0.210317433,0.615187095,0.099849327,0.164339491,0.097286675,-0.131864541,-0.028525746,0.012697985,-0.175778396,0.007855873,-0.004602076,0.114508834,-0.245221248,-0.011441307,0.052247251,0.109078882,-0.001173427,0.206019928,-0.007576821,-0.023905388,-0.122112381,-0.149806297,-0.153541863,-0.167659294,-0.288490197,0.454087303,0.440139785,0.472544311,0.960531211
-0.352600084,0.643830994,-0.330729928,-0.357315319,0.615187095,0.246710382,0.547887459,0.164339491,0.097286675,-0.043847736,-0.023905388,-0.175778396,0.114508834,-0.245221248,-0.010963017,-0.001173427,-0.007576821,-0.212438965,-0.073815981,-0.011441307,0.052247251,0.007855873,-0.131864541,-0.099107299,0.147663073,0.210317433,-0.102726243,-0.167659294,-0.149806297,-0.122112381,0.472544311,0.454087303,0.494113027,0.612995611
-0.330729928,0.615187095,-0.292918708,-0.352600084,0.547887459,-0.052653935,0.446557014,0.097286675,-0.043847736,-0.144619233,0.147663073,-0.245221248,-0.007576821,-0.212438965,0.00784966,0.007855873,-0.099107299,-0.096166666,-0.126862858,-0.073815981,-0.011441307,-0.010963017,-0.023905388,0.00879078,-0.155160428,0.246710382,-0.034963123,-0.149806297,-0.102726243,0.210317433,0.494113027,0.472544311,0.517240797,-0.050046377
-0.292918708,0.547887459,-0.241150093,-0.330729928,0.446557014,-0.259634459,0.317955863,-0.043847736,-0.144619233,-0.126357958,-0.155160428,-0.212438965,-0.099107299,-0.096166666,0.001710895,-0.010963017,0.00879078,0.052062097,-0.163750987,-0.126862858,-0.073815981,0.00784966,0.147663073,0.080723993,0.057996986,-0.052653935,0.040718434,-0.102726243,-0.034963123,0.246710382,0.517240797,0.494113027,0.540272983,0.059102758
-0.241150093,0.446557014,-0.178073589,-0.292918708,0.317955863,-0.101190112,0.170523768,-0.144619233,-0.126357958,-0.008013036,0.057996986,-0.096166666,0.00879078,0.052062097,-0.015798341,0.00784966,0.080723993,0.171084018,-0.179707424,-0.163750987,-0.126862858,0.001710895,-0.155160428,-0.014719175,0.052494256,-0.259634459,0.109787504,-0.034963123,0.040718434,-0.052653935,0.540272983,0.517240797,0.561509062,0.165038645
-0.178073589,0.317955863,-0.106868778,-0.241150093,0.170523768,0.171580594,0.013820149,-0.126357958,-0.008013036,0.111962028,0.052494256,0.052062097,0.080723993,0.171084018,0.03122436,0.001710895,-0.014719175,0.215545097,-0.172629433,-0.179707424,-0.163750987,-0.015798341,0.057996986,-0.057333541,-0.088451685,-0.101190112,0.15879405,0.040718434,0.109787504,-0.259634459,0.561509062,0.540272983,0.579260098,0.168035503
-0.106868778,0.170523768,-0.031084763,-0.178073589,0.013820149,0.181260382,-0.142102725,-0.008013036,0.111962028,0.137183252,-0.088451685,0.171084018,-0.014719175,0.215545097,-0.044635293,-0.015798341,-0.057333541,0.172971034,-0.143355781,-0.172629433,-0.179707424,0.03122436,0.052494256,0.02160694,0.038742451,0.171580594,0.178039997,0.109787504,0.15879405,-0.101190112,0.579260098,0.561509062,0.591905717,0.2936748
-0.031084763,0.013820149,0.045537074,-0.106868778,-0.142102725,-0.043582989,-0.287351669,0.111962028,0.137183252,0.050864306,0.038742451,0.215545097,-0.057333541,0.172971034,0.053456179,0.03122436,0.02160694,0.066196028,-0.095562734,-0.143355781,-0.172629433,-0.044635293,-0.088451685,0.029556288,0.032400798,0.181260382,0.16353356,0.15879405,0.178039997,0.171580594,0.591905717,0.579260098,0.597948769,0.429444557
0.045537074,-0.142102725,0.119248127,-0.031084763,-0.287351669,-0.168318286,-0.412826774,0.137183252,0.050864306,-0.073288373,0.032400798,0.172971034,0.02160694,0.066196028,-0.056421364,-0.044635293,0.029556288,-0.058553669,-0.035298289,-0.095562734,-0.143355781,0.053456179,0.038742451,-0.02580954,-0.052669877,-0.043582989,0.117825741,0.178039997,0.16353356,0.181260382,0.597948769,0.591905717,0.596065927,0.25804253
0.119248127,-0.287351669,0.186476269,0.045537074,-0.412826774,-0.055652629,-0.510796673,0.050864306,-0.073288373,-0.133641933,-0.052669877,0.066196028,0.029556288,-0.058553669,0.053629922,0.053456179,-0.02580954,-0.151814736,0.029785697,-0.035298289,-0.095562734,-0.056421364,0.032400798,-0.000177488,0.006590603,-0.168318286,0.049551085,0.16353356,0.117825741,-0.043582989,0.596065927,0.597948769,0.585152642,0.385743928
0.186476269,-0.412826774,0.243999183,0.119248127,-0.510796673,0.094753209,-0.575378113,-0.073288373,-0.133641933,-0.083652258,0.006590603,-0.058553669,-0.02580954,-0.151814736,-0.046238962,-0.056421364,-0.000177488,-0.180452367,0.091405479,0.029785697,-0.035298289,0.053629922,-0.052669877,0.025404187,0.059080898,-0.055652629,-0.028243673,0.117825741,0.049551085,-0.168318286,0.585152642,0.596065927,0.564361063,0.277720361
0.243999183,-0.510796673,0.289098924,0.186476269,-0.575378113,0.089310998,-0.602889826,-0.133641933,-0.083652258,0.032546036,0.059080898,-0.151814736,-0.000177488,-0.180452367,0.035998251,0.053629922,0.025404187,-0.13895964,0.141697688,0.091405479,0.029785697,-0.046238962,0.006590603,-0.02739492,-0.083848591,0.094753209,-0.100653182,0.049551085,-0.028243673,-0.055652629,0.564361063,0.585152642,0.533129764,0.38143255
0.289098924,-0.575378113,0.319690276,0.243999183,-0.602889826,-0.01458138,-0.592059417,-0.083652258,0.032546036,0.118984271,-0.083848591,-0.180452367,0.025404187,-0.13895964,-0.02481728,-0.046238962,-0.02739492,-0.048926443,0.174218202,0.141697688,0.091405479,0.035998251,0.059080898,-0.020427588,0.044228914,0.089310998,-0.153839152,-0.028243673,-0.100653182,0.094753209,0.533129764,0.564361063,0.491204396,0.436085329
0.319690276,-0.602889826,0.334416879,0.289098924,-0.592059417,-0.064284261,-0.544071906,0.032546036,0.118984271,0.10691148,0.044228914,-0.13895964,-0.02739492,-0.048926443,0.014471496,0.035998251,-0.020427588,0.051829689,0.184760975,0.174218202,0.141697688,-0.02481728,-0.083848591,0.05054396,0.033958965,-0.01458138,-0.177741388,-0.100653182,-0.153839152,0.089310998,0.491204396,0.533129764,0.438648667,0.075999384
0.334416879,-0.592059417,0.332710714,0.319690276,-0.544071906,-0.031911849,-0.462459166,0.118984271,0.10691148,0.0088818,0.033958965,-0.048926443,-0.020427588,0.051829689,-0.006451811,-0.02481728,0.05054396,0.125125132,0.171893379,0.184760975,0.174218202,0.014471496,0.044228914,0.012047149,-0.0996077,-0.064284261,-0.168030506,-0.153839152,-0.177741388,-0.01458138,0.438648667,0.491204396,0.375845389,0.202978513
0.332710714,-0.544071906,0.314812377,0.334416879,-0.462459166,0.014203063,-0.35283991,0.10691148,0.0088818,-0.094281983,-0.0996077,0.051829689,0.05054396,0.125125132,0.001888369,0.014471496,0.012047149,0.146645675,0.137140736,0.171893379,0.184760975,-0.006451811,0.033958965,-0.067917764,0.10951875,-0.031911849,-0.126912981,-0.177741388,-0.168030506,-0.064284261,0.375845389,0.438648667,0.303487596,0.247039018
0.314812377,-0.462459166,0.281751544,0.332710714,-0.35283991,0.035250817,-0.222529511,0.0088818,-0.094281983,-0.120198352,0.10951875,0.125125132,0.012047149,0.146645675,-0.001461763,-0.006451811,-0.067917764,0.113398255,0.084797294,0.137140736,0.171893379,0.001888369,-0.0996077,-0.001619002,-0.051595907,0.014203063,-0.062633131,-0.168030506,-0.126912981,-0.031911849,0.303487596,0.375845389,0.222560116,-0.334181975
0.281751544,-0.35283991,0.235288976,0.314812377,-0.222529511,0.02777688,-0.080047109,-0.094281983,-0.120198352,-0.050036757,-0.051595907,0.146645675,-0.067917764,0.113398255,0.005254109,0.001888369,-0.001619002,0.042459396,0.021388138,0.084797294,0.137140736,-0.001461763,0.10951875,0.07909639,-0.046277794,0.035250817,0.012218125,-0.126912981,-0.062633131,0.014203063,0.222560116,0.303487596,0.134312196,-0.225799101
0.235288976,-0.222529511,0.177823282,0.281751544,-0.080047109,-0.010214512,0.065446328,-0.120198352,-0.050036757,0.058967111,-0.046277794,0.113398255,-0.001619002,0.042459396,-0.012568499,-0.001461763,0.07909639,-0.037396659,-0.045149567,0.021388138,0.084797294,0.005254109,-0.051595907,-0.009722712,0.125442329,0.02777688,0.083236107,-0.062633131,0.012218125,0.035250817,0.134312196,0.222560116,0.040222122,-0.359166279
0.177823282,-0.080047109,0.112267361,0.235288976,0.065446328,-0.046084019,0.204741474,-0.050036757,0.058967111,0.12071365,0.125442329,0.042459396,0.07909639,-0.037396659,0.021820506,0.005254109,-0.009722712,-0.097218652,-0.106462463,-0.045149567,0.021388138,-0.012568499,-0.046277794,-0.08408361,-0.128706745,-0.010214512,0.137056925,0.012218125,0.083236107,0.02777688,0.040222122,0.134312196,-0.058045043,-0.383343339
0.112267361,0.065446328,0.041900892,0.177823282,0.204741474,-0.022266578,0.329166784,0.058967111,0.12071365,0.087785298,-0.128706745,-0.037396659,-0.009722712,-0.097218652,-0.030634871,-0.012568499,-0.08408361,-0.118022251,-0.154828596,-0.106462463,-0.045149567,0.021820506,0.125442329,0.020965748,0.043643502,-0.046084019,0.163953813,0.083236107,0.137056925,-0.010214512,-0.058045043,0.040222122,-0.158685229,-0.254480558
0.041900892,0.204741474,-0.02979368,0.112267361,0.329166784,0.042477559,0.431129724,0.12071365,0.087785298,-0.013285006,0.043643502,-0.097218652,-0.08408361,-0.118022251,0.036234262,0.021820506,0.020965748,-0.096206048,-0.184125273,-0.154828596,-0.106462463,-0.030634871,-0.128706745,0.083100156,0.077659085,-0.022266578,0.159655395,0.137056925,0.163953813,-0.046084019,-0.158685229,-0.058045043,-0.259807156,-0.817920984
-0.02979368,0.329166784,-0.099303458,0.041900892,0.431129724,0.048744287,0.504579182,0.087785298,-0.013285006,-0.104228136,0.077659085,-0.118022251,0.020965748,-0.096206048,-0.036090199,-0.030634871,0.083100156,-0.043053006,-0.190596204,-0.184125273,-0.154828596,0.036234262,0.043643502,-0.03101789,-0.149763062,0.042477559,0.12603304,0.163953813,0.159655395,-0.022266578,-0.259807156,-0.158685229,-0.359486529,-0.876486725
-0.099303458,0.431129724,-0.163257179,-0.02979368,0.504579182,-0.025588558,0.545361006,-0.013285006,-0.104228136,-0.115546028,-0.149763062,-0.096206048,0.083100156,-0.043053006,0.028666204,0.036234262,-0.03101789,0.020675822,-0.173322558,-0.190596204,-0.184125273,-0.036090199,0.077659085,-0.076709539,0.119200091,0.048744287,0.070542612,0.159655395,0.12603304,0.042477559,-0.359486529,-0.259807156,-0.455820974,-1.152325879
-0.163257179,0.504579182,-0.218588666,-0.099303458,0.545361006,-0.0652138,0.551446108,-0.104228136,-0.115546028,-0.038724934,0.119200091,-0.043053006,-0.03101789,0.020675822,-0.013991571,-0.036090199,-0.076709539,0.072596125,-0.134339944,-0.173322558,-0.190596204,0.028666204,-0.149763062,0.038753601,-0.00868377,-0.025588558,0.004564602,0.12603304,0.070542612,0.048744287,-0.455820974,-0.359486529,-0.54698403,-1.252323404
-0.218588666,0.545361006,-0.262683731,-0.163257179,0.551446108,0.002057326,0.52301928,-0.115546028,-0.038724934,0.068220172,-0.00868377,0.020675822,-0.076709539,0.072596125,-0.006179361,0.028666204,0.038753601,0.0961655,-0.078387684,-0.134339944,-0.173322558,-0.013991571,0.119200091,0.065981263,-0.101270591,-0.0652138,-0.058988928,0.070542612,0.004564602,-0.025588558,-0.54698403,-0.455820974,-0.631276585,-1.179001533
-0.262683731,0.551446108,-0.293503504,-0.218588666,0.52301928,0.071498878,0.46242606,-0.038724934,0.068220172,0.124708701,-0.101270591,0.072596125,0.038753601,0.0961655,0.028731869,-0.013991571,0.065981263,0.085495893,-0.012322622,-0.078387684,-0.134339944,-0.006179361,-0.00868377,-0.043328737,0.137276038,0.002057326,-0.108288908,0.004564602,-0.058988928,-0.0652138,-0.631276585,-0.54698403,-0.707174227,-1.05139688
-0.293503504,0.52301928,-0.309678405,-0.262683731,0.46242606,0.024728912,0.373984203,0.068220172,0.124708701,0.087822111,0.137276038,0.0961655,0.065981263,0.085495893,-0.049985976,-0.006179361,-0.043328737,0.046378937,0.055728823,-0.012322622,-0.078387684,0.028731869,-0.101270591,-0.052400928,-0.086248483,0.071498878,-0.134881069,-0.058988928,-0.108288908,0.002057326,-0.707174227,-0.631276585,-0.773369108,-1.208007786
-0.309678405,0.46242606,-0.310568453,-0.293503504,0.373984203,-0.066554601,0.263674763,0.124708701,0.087822111,-0.015618504,-0.086248483,0.085495893,-0.043328737,0.046378937,0.066651658,0.028731869,-0.052400928,-0.006380443,0.117374499,0.055728823,-0.012322622,-0.049985976,0.137276038,0.044506159,-0.005572759,0.024728912,-0.135193888,-0.108288908,-0.134881069,0.071498878,-0.773369108,-0.707174227,-0.828805155,-1.037183715
-0.310568453,0.373984203,-0.296287309,-0.309678405,0.263674763,-0.050966129,0.138735115,0.087822111,-0.015618504,-0.108671887,-0.005572759,0.046378937,-0.052400928,-0.006380443,-0.076609742,-0.049985976,0.044506159,-0.054229816,0.164991666,0.117374499,0.055728823,0.066651658,-0.086248483,0.037479397,0.076919194,-0.066554601,-0.110980771,-0.134881069,-0.135193888,0.024728912,-0.828805155,-0.773369108,-0.872705597,-1.177425608
-0.296287309,0.263674763,-0.267689245,-0.310568453,0.138735115,0.049186241,0.007181916,-0.015618504,-0.108671887,-0.121380831,0.076919194,-0.006380443,0.044506159,-0.054229816,0.079265299,0.066651658,0.037479397,-0.081042428,0.192665626,0.164991666,0.117374499,-0.076609742,-0.005572759,-0.042698944,-0.094569551,-0.050966129,-0.068649371,-0.135193888,-0.110980771,-0.066554601,-0.872705597,-0.828805155,-0.904592116,-1.200325096
-0.267689245,0.138735115,-0.226320039,-0.296287309,0.007181916,0.070224037,-0.122704308,-0.108671887,-0.121380831,-0.043362283,-0.094569551,-0.054229816,0.037479397,-0.081042428,-0.075405592,-0.076609742,-0.042698944,-0.07834606,0.196916601,0.192665626,0.164991666,0.079265299,0.076919194,-0.02227404,0.064234454,0.049186241,-0.017669192,-0.110980771,-0.068649371,-0.050966129,-0.904592116,-0.872705597,-0.924295111,-1.39414637
-0.226320039,0.007181916,-0.174334566,-0.267689245,-0.122704308,-0.02188172,-0.242899673,-0.121380831,-0.043362283,0.067595839,0.064234454,-0.081042428,-0.042698944,-0.07834606,0.066690261,0.079265299,-0.02227404,-0.048030147,0.177126336,0.196916601,0.192665626,-0.075405592,-0.094569551,0.038632211,-0.013902077,0.070224037,0.031561552,-0.068649371,-0.017669192,0.049186241,-0.924295111,-0.904592116,-0.931954895,-1.26494013
-0.174334566,-0.122704308,-0.114385438,-0.226320039,-0.242899673,-0.076005274,-0.346129856,-0.043362283,0.067595839,0.128361833,-0.013902077,-0.07834606,-0.02227404,-0.048030147,-0.055014993,-0.075405592,0.038632211,-0.001634573,0.135613305,0.177126336,0.196916601,0.066690261,0.064234454,0.007112661,-0.02781961,-0.02188172,0.069908056,-0.017669192,0.031561552,0.070224037,-0.931954895,-0.924295111,-0.928013898,-0.985754599
-0.114385438,-0.242899673,-0.049488417,-0.174334566,-0.346129856,-0.007616866,-0.426305369,0.067595839,0.128361833,0.093264807,-0.02781961,-0.048030147,0.038632211,-0.001634573,0.041981589,0.066690261,0.007112661,0.043677473,0.077348766,0.135613305,0.177126336,-0.055014993,-0.013902077,-0.032747694,0.044625728,-0.076005274,0.091276482,0.031561552,0.069908056,-0.02188172,-0.928013898,-0.931954895,-0.913200214,-0.871230068
-0.049488417,-0.346129856,0.017128607,-0.114385438,-0.426305369,0.066699236,-0.478873593,0.128361833,0.093264807,-0.01089117,0.044625728,-0.001634573,0.007112661,0.043677473,-0.028606888,-0.055014993,-0.032747694,0.071255242,0.009349907,0.077348766,0.135613305,0.041981589,-0.02781961,0.008270957,-0.036870695,-0.007616866,0.093615912,0.069908056,0.091276482,-0.076005274,-0.913200214,-0.928013898,-0.888503122,-0.699293756
